0    0.48140936050236632 0.20638127640062426 0.31220936309700942  -140.86456298828125         8 10 
1    0.36589489624454352 0.080103422836174734 0.55400168091928181  -156.04440307617188         8 12 
2    0.15888669396683935 0.65987474831193538 0.18123855772122527  -177.93942260742188         8 5 
3    0.091882097512088381 0.7507028535192195 0.15741504896869207  -287.34967041015625         8 6 
4    0.080909130627121059 0.33193451868905405 0.58715635068382488  -150.59127807617188         8 3 
5    0.64069468161113219 0.10674123422766167 0.25256408416120613  -191.56681823730469         8 7 
6    0.26166832908927667 0.5527471992487959 0.1855844716619274  -108.90443420410156         8 5 
7    0.15555241743236262 0.74199245164612881 0.10245513092150862  -216.78147888183594         8 4 
8    0.23503876792218539 0.37961864222907754 0.38534258984873709  -129.78909301757812         8 6 
9    0.14035572507617614 0.85641311303671419 0.0032311618871096745  -274.283203125         8 1 
10    0.63895515092876276 0.12786421643210111 0.23318063263913613  -252.04240417480469         8 5 
11    0.37393613340333359 0.0071065164195850457 0.61895735017708131  -234.49885559082031         8 1 
12    0.24474571744715354 0.39260504204456292 0.36264924050828357  -108.64161682128906         8 2 
13    0.15114268487402538 0.7209578169803762 0.12789949814559845  -217.88978576660156         8 3 
14    0.87373405449747443 0.11130239107650954 0.014963554426016044  -201.12895202636719         8 3 
15    0.37750699045190661 0.33818681178798243 0.28430619776011096  -100.48522186279297         8 3 
16    0.37711178836568332 0.057612526854784407 0.56527568477953227  -156.75949096679688         8 11 
17    0.020795347865825337 0.9759029285572498 0.0033017235769248463  -462.52853393554688         8 6 
18    0.094182367124862207 0.376767409697704 0.52905022317743378  -137.41181945800781         8 4 
19    0.68551762719606379 0.22446919424943837 0.090013178554497836  -185.99842834472656         8 2 
20    0.045367545629272275 0.29814307781399957 0.65648937655672823  -115.04248809814453         8 3 
21    0.1197584324848467 0.57701515800932768 0.30322640950582558  -182.2235107421875         8 3 
22    0.29267552530186791 0.56544017873640329 0.1418842959617288  -120.02445220947266         8 4 
23    0.084160779953408538 0.80809081795594428 0.10774840209064719  -330.78463745117188         8 3 
24    0.76321895539701912 0.028821209887174279 0.20795983471580665  -220.32754516601562         8 3 
25    0.1490693370147306 0.34028283884988342 0.51064782413538601  -82.261329650878906         8 4 
26    0.005139748563401529 0.75084070518918844 0.24401954624741004  -405.17825317382812         8 4 
27    0.46148862183953682 0.38041276976947414 0.15809860839098902  -126.86255645751953         8 3 
28    0.17444893691286001 0.71241341891143584 0.11313764417570417  -190.00505065917969         8 4 
29    0.60572272582048925 0.18555783208861837 0.20871944209089238  -164.1390380859375         8 3 
30    0.19122282388636833 0.26976450765081056 0.53901266846282114  -93.050048828125         8 6 
31    0.41076310263190657 0.046051913201340118 0.54318498416675332  -184.80220031738281         8 3 
32    0.66235576250636441 0.2034668005535738 0.13417743694006176  -179.15843200683594         8 3 
33    0.20990792415565362 0.33368130443609212 0.45641077140825431  -86.280242919921875         8 6 
34    0.48358210667092066 0.1786040198014911 0.33781387352758824  -127.47113037109375         8 5 
35    0.057877510019350119 0.33632598637169819 0.60579650360895165  -147.47999572753906         8 2 
36    0.457568576529084 0.35829295485259544 0.18413846861832056  -135.37179565429688         8 3 
37    0.13220776438085483 0.82123953282668005 0.046552702792465109  -271.30770874023438         8 5 
38    0.24938958984994736 0.43933058514378875 0.31127982500626394  -108.92607879638672         8 3 
39    0.27764268363143801 0.11034736498863945 0.61200995137992253  -127.18484497070312         8 5 
40    0.13708518160397143 0.086232515794955347 0.77668230260107318  -202.05496215820312         8 4 
41    0.11833068231656577 0.87835529228618303 0.0033140253972512375  -305.87490844726562         8 1 
42    0.00018902556141486279 0.99605564128205215 0.0037553331565330244  -447.92807006835938         8 2 
43    0.19224039218120978 0.80472346585301957 0.0030361419657706839  -202.10594177246094         8 2 
44    0.25685019803216241 0.6005648569014338 0.14258494506640376  -132.81121826171875         8 3 
45    0.71638893192882258 0.046755581567798091 0.23685548650337929  -194.96696472167969         8 2 
46    0.36947342923152549 0.38318202482117941 0.24734454594729507  -82.8602294921875         8 3 
47    0.27946794134835912 0.34702185991470297 0.37351019873693792  -75.775131225585938         8 3 
48    0.16839271800757755 0.31114912157522384 0.52045816041719861  -82.341865539550781         8 3 
49    0.381315502654405 0.089406856182191644 0.52927764116340337  -145.98786926269531         8 11 
50    0.43417029655569445 0.3897173095214635 0.17611239392284206  -112.95108795166016         8 2 
51    0.19141499455210778 0.33188909326595661 0.47669591218193558  -112.53725433349609         8 2 
52    0.21427768413562306 0.35040860958451608 0.43531370627986082  -117.51292419433594         8 3 
53    0.10692081169262427 0.62591584216705476 0.26716334614032095  -218.00019836425781         8 3 
54    0.082399325484862992 0.29599860012276658 0.62160207439237047  -83.423721313476562         8 2 
55    0.47640011535900129 0.3927045626386631 0.13089532200233561  -132.22268676757812         8 3 
56    0.69616946703471017 0.064829216910537404 0.23900131605475244  -187.32904052734375         8 4 
57    0.089456523601216587 0.12594984695018036 0.784593629448603  -185.77870178222656         8 6 
58    0.16532359533617363 0.060791043706251692 0.77388536095757465  -187.60086059570312         8 1 
59    0.14947056739223069 0.054961735961903367 0.79556769664586591  -195.21473693847656         8 1 
60    0.4222709635074236 0.42825560947465335 0.14947342701792302  -122.96266174316406         8 4 
61    0.13287534804883278 0.70946433480533933 0.15766031714582784  -241.98919677734375         8 7 
62    0.35027757848528096 0.24915328605150974 0.40056913546320932  -107.37360382080078         8 6 
63    0.70803543990190876 0.12589651616460334 0.16606804393348787  -180.22206115722656         8 5 
64    0.12636150337114366 0.37104168406899513 0.50259681255986122  -112.58660125732422         8 2 
65    0.49260973270663744 0.00036151107891713505 0.50702875621444543  -347.8973388671875         8 0 
66    0.17661719213417057 0.66718772170351903 0.15619508616231034  -181.11770629882812         8 3 
67    0.94883271656130141 0.025467097363756682 0.025700186074941921  -262.53863525390625         8 1 
68    0.0046707130020321634 0.77799503653512081 0.21733425046284699  -379.34689331054688         8 2 
69    0.12931252922221784 0.24738342146452544 0.62330404931325678  -69.076850891113281         8 7 
70    0.015082742731864345 0.08761353590764516 0.89730372136049052  -208.10293579101562         8 2 
71    0.15397007764896625 0.58841033753376215 0.25761958481727165  -166.53767395019531         8 3 
72    0.037976963145047705 0.20113653896483868 0.76088649789011364  -147.62660217285156         8 4 
73    0.19739342319838168 0.69399339026451634 0.108613186537102  -171.85191345214844         8 2 
74    0.12871999830431685 0.75759677256324587 0.11368322913243724  -258.9979248046875         8 3 
75    0.27133219163170158 0.08859153303612527 0.64007627533217315  -161.46943664550781         8 3 
76    0.13145164081250707 0.58764699159954004 0.28090136758795292  -174.97523498535156         8 4 
77    0.75108360356946813 0.017654495747833815 0.231261900682698  -207.815185546875         8 3 
78    0.41655652973456259 0.58245112261251986 0.00099234765291757328  -196.39271545410156         8 1 
79    0.16384518225494513 0.5033794526095301 0.3327753651355248  -156.00698852539062         8 7 
80    0.12776643621139291 0.3898001906788231 0.48243337310978401  -125.9520263671875         8 7 
81    0.26212429224347655 0.19704849718427761 0.54082721057224581  -109.02088928222656         8 4 
82    0.31118387890110738 0.37696486110071503 0.31185125999817759  -88.950881958007812         8 4 
83    0.58913539007397742 0.36801610284491226 0.042848507081110328  -171.24678039550781         8 3 
84    0.2999050723544634 0.25385138568013776 0.44624354196539878  -90.24444580078125         8 5 
85    0.0013625753577851229 0.97501638778137467 0.023621036860840154  -444.58660888671875         8 1 
86    0.50597428095443031 0.49260578652494352 0.001419932520626144  -192.73965454101562         8 2 
87    0.45521978919086353 0.54357235802651693 0.0012078527826194895  -192.86170959472656         8 1 
88    0.16982015977367634 0.56338579308523318 0.26679404714109045  -154.940673828125         8 3 
89    0.5900889282130487 0.1211112761694912 0.28879979561746011  -185.35150146484375         8 8 
90    0.28898972338089518 0.38809816824322507 0.32291210837587975  -90.801292419433594         8 6 
91    0.23061265878683904 0.42027967087341422 0.34910767033974677  -116.51531219482422         8 4 
92    0.18689506621593818 0.31381386288619578 0.49929107089786606  -81.708267211914062         8 5 
93    0.59379825712312151 0.4042036469427453 0.0019980959341331342  -190.06150817871094         8 3 
94    0.010357037977428814 0.54043587428852602 0.44920708773404522  -260.98239135742188         8 6 
95    0.52882553758190021 0.23972802044674055 0.23144644197135922  -173.04930114746094         8 3 
96    0.21931731859756531 0.70995123785192438 0.070731443550510351  -172.5191650390625         8 2 
97    0.14408096092609246 0.19838949724752969 0.65752954182637779  -107.35733795166016         8 3 
98    0.37248980421829897 0.56450443719053978 0.063005758591161268  -155.24136352539062         8 2 
99    0.10656062216548248 0.39119512590791417 0.50224425192660338  -139.71603393554688         8 4 
100    0.7072407917384822 0.20618879691332864 0.086570411348189102  -198.2222900390625         8 1 
101    0.08564895503679576 0.24258193266147646 0.67176911230172776  -93.921455383300781         8 5 
102    0.061427879604978843 0.35779051408394857 0.58078160631107256  -153.31947326660156         8 4 
103    0.55527297632015493 0.39446171552603088 0.050265308153814151  -185.51457214355469         8 2 
104    0.21758022310108185 0.61793907919314572 0.16448069770577245  -146.26930236816406         8 4 
105    0.09332037385662395 0.14292012967903939 0.76375949646433661  -170.40113830566406         8 3 
106    0.12789310996445649 0.73639105080834866 0.13571583922719485  -270.41552734375         8 3 
107    0.16139328622981011 0.12480454255499061 0.71380217121519929  -157.81829833984375         8 3 
108    0.039525144249915913 0.60903622158844228 0.35143863416164178  -280.71249389648438         8 4 
109    0.61676287304389787 0.37739387162597282 0.0058432553301292654  -185.78147888183594         8 3 
110    0.65619893819280117 0.33199309010913547 0.011807971698063387  -224.697021484375         8 5 
111    0.18623743400453396 0.48451658665870651 0.32924597933675953  -147.923828125         8 5 
112    0.56436590583806223 0.019471250082108607 0.41616284407982918  -185.62515258789062         8 1 
113    0.0053116623245804675 0.38736611937774118 0.60732221829767841  -211.47943115234375         8 4 
114    0.62210112371192239 0.0040761772074553613 0.37382269908062232  -231.64100646972656         8 2 
115    0.29733027432763431 0.63270359522399267 0.069966130448373035  -166.70402526855469         8 1 
116    0.21773805723530643 0.40654712952597122 0.37571481323872236  -114.30733489990234         8 4 
117    0.4358415066361318 0.36355442118603876 0.20060407217782944  -119.53771209716797         8 5 
118    0.031426283082298188 0.22667995208258984 0.74189376483511194  -144.17268371582031         8 4 
119    0.30186945683925687 0.43585072961680205 0.26227981354394109  -95.6412353515625         8 2 
120    0.72068405974013749 0.1772182980599164 0.10209764219994616  -214.10919189453125         8 4 
121    0.26673903414793992 0.73259893632898077 0.00066202952307925966  -192.2701416015625         8 1 
122    0.50607697435160548 0.34996989303586024 0.14395313261253426  -132.8216552734375         8 5 
123    0.023339211714752176 0.29513643782729371 0.68152435045795412  -129.20491027832031         8 2 
124    0.061573290509772505 0.61079019901873421 0.32763651047149328  -282.084228515625         8 5 
125    0.27788046050233123 0.37661057953667154 0.34550895996099723  -85.754325866699219         8 4 
126    0.66408737234384174 0.0043352490386953683 0.33157737861746295  -255.43150329589844         8 2 
127    0.18458107276584004 0.45266042600052753 0.3627585012336324  -148.69453430175781         8 2 
128    0.1879830807026717 0.36970882001917776 0.44230809927815051  -130.97883605957031         8 4 
129    0.21762085820813215 0.78053290204533965 0.001846239746528147  -189.57057189941406         8 3 
130    0.53728825299939897 0.0035684503248968277 0.45914329667570425  -186.08616638183594         8 2 
131    0.10024455063883671 0.27308977596456813 0.62666567339659518  -72.729148864746094         8 2 
132    0.21723128752745419 0.67460747957635159 0.10816123289619424  -169.89640808105469         8 5 
133    0.31155493474468499 0.26635649797636107 0.42208856727895394  -108.71659851074219         8 2 
134    0.59923381471877502 0.097256654984039154 0.3035095302971858  -187.23857116699219         8 4 
135    0.46940562972510852 0.018433289737229647 0.51216108053766185  -235.63548278808594         8 5 
136    0.16651460354885902 0.39918818776251924 0.43429720868862171  -147.72726440429688         8 2 
137    0.096719785980010409 0.57152984257308803 0.33175037144690156  -220.33718872070312         8 4 
138    0.5578777995278188 0.356369173881805 0.085753026590376188  -184.64743041992188         8 2 
139    0.19314231750913047 0.54943575965168878 0.25742192283918069  -159.45176696777344         8 4 
140    0.17956485006578377 0.35558819642938971 0.46484695350482647  -120.37549591064453         8 4 
141    0.39515328851942 0.58539346241312373 0.019453249067456255  -180.26995849609375         8 3 
142    0.023300360939223948 0.034217698382947304 0.94248194067782876  -249.037109375         8 2 
143    0.11182119259879823 0.82145648454740094 0.066722322853800822  -290.88131713867188         8 4 
144    0.012479995975176111 0.62800543707274081 0.35951456695208306  -308.51385498046875         8 4 
145    0.48937153500156788 0.33247078597668411 0.17815767902174801  -124.45278930664062         8 4 
146    0.58710527991839223 0.0271293112660001 0.38576540881560772  -199.88291931152344         8 2 
147    0.27604368699028808 0.65308732582926277 0.070868987180449178  -155.79133605957031         8 4 
148    0.41496860746646141 0.31001083799438012 0.27502055453915852  -107.00616455078125         8 3 
149    0.20853415506474046 0.0059528184150801373 0.7855130265201794  -204.81080627441406         8 2 
150    0.21208111668126109 0.52889355241297042 0.25902533090576846  -146.65249633789062         8 4 
151    0.00011533731370831782 0.27182481382799767 0.728059848858294  -143.27078247070312         8 2 
152    0.5384815883563937 0.21756487878411085 0.24395353285949548  -165.83222961425781         8 4 
153    0.17246865903838521 0.26906429018119654 0.55846705078041825  -88.9158935546875         8 3 
