0    0.0038306170608848333 0.43947187066078186  -1.4013773202896118         -3.0000061988830566 -0.00563812255859375 -0.049314975738525391 
1    0.0035172051284462214 0.45005568861961365  -1.3639438152313232         -2.9520289897918701 -0.14360499382019043 0.019380807876586914 
2    0.0035405040252953768 0.46871629357337952  -1.3321542739868164         -2.9366357326507568 -0.1970522403717041 -0.031634330749511719 
3    0.0033765563275665045 0.47677052021026611  -1.3357797861099243         -2.9442436695098877 -0.21896052360534668 -0.013479471206665039 
4    0.0042165829800069332 0.48026907444000244  -1.3146560192108154         -2.9366357326507568 -0.1970522403717041 -0.10108351707458496 
5    0.0035384828224778175 0.49685150384902954  -1.3423147201538086         -2.9929559230804443 -0.13590264320373535 -0.15514779090881348 
6    0.0040233009494841099 0.5097166895866394  -1.3476539850234985         -2.9835076332092285 -0.2648470401763916 -0.0026242733001708984 
7    0.003036814508959651 0.5112188458442688  -1.3413562774658203         2.9722707271575928 0.18314743041992188 0.07366180419921875 
8    0.0031124816741794348 0.52346432209014893  -1.3863692283630371         -3.0456068515777588 -0.2096257209777832 -0.0099029541015625 
9    0.00440569082275033 0.53745096921920776  -1.3980435132980347         -3.0631377696990967 -0.2466428279876709 0.032083988189697266 
10    0.0029300504829734564 0.54160898923873901  -1.3670557737350464         2.9830043315887451 0.058562040328979492 0.10815644264221191 
11    0.0050313305109739304 0.55176115036010742  -1.3164016008377075         2.9071404933929443 0.1592707633972168 0.072035312652587891 
12    0.0048809279687702656 0.56904590129852295  -1.4089394807815552         3.0012032985687256 -0.020410060882568359 0.046309947967529297 
13    0.014122230000793934 0.38486790657043457  -1.309373140335083         -2.8387250900268555 -0.087587356567382812 -0.035398721694946289 
14    0.012540756724774837 0.3958246111869812  -1.3328492641448975         -2.8466396331787109 -0.18878364562988281 0.1242516040802002 
15    0.014391014352440834 0.39963904023170471  -1.2746669054031372         -2.7708680629730225 -0.31308102607727051 0.12564420700073242 
16    0.013434212654829025 0.41379192471504211  -1.2538390159606934         -2.7579588890075684 -0.36485075950622559 0.1057124137878418 
17    0.01198427751660347 0.4276995062828064  -1.2259066104888916         -2.7630271911621094 -0.33806967735290527 -0.016763210296630859 
18    0.012175595387816429 0.43471699953079224  -1.2119143009185791         -2.7593743801116943 -0.34447312355041504 -0.056764125823974609 
19    0.012629853561520576 0.44720056653022766  -1.1967709064483643         -2.7579588890075684 -0.36485075950622559 -0.095134973526000977 
20    0.010620874352753162 0.45481860637664795  -1.2276760339736938         -2.7871332168579102 -0.38174104690551758 -0.021454572677612305 
21    0.011035882867872715 0.46750134229660034  -1.2119804620742798         -2.8026115894317627 -0.34039068222045898 -0.13513898849487305 
22    0.011621511541306973 0.47792398929595947  -1.2082725763320923         -2.8144462108612061 -0.33421754837036133 -0.17576074600219727 
23    0.012240845710039139 0.48889443278312683  -1.2293965816497803         2.8711364269256592 0.34445357322692871 0.18889498710632324 
24    0.0077021480537950993 0.49466150999069214  -1.2798010110855103         2.9071404933929443 0.33107948303222656 0.072035312652587891 
25    0.010668376460671425 0.50566095113754272  -1.2913559675216675         -2.9654617309570312 -0.089330673217773438 -0.38717555999755859 
26    0.010447977110743523 0.51929551362991333  -1.2721970081329346         -2.9442436695098877 -0.21896052360534668 -0.27285933494567871 
27    0.012255743145942688 0.52912145853042603  -1.219795823097229         2.7781975269317627 0.46080470085144043 -0.013847112655639648 
28    0.0056565483100712299 0.54003536701202393  -1.3191161155700684         2.8873159885406494 0.30181598663330078 -0.083735466003417969 
29    0.010145084001123905 0.55013912916183472  -1.2263342142105103         2.7981016635894775 0.31530523300170898 0.092353343963623047 
30    0.01132134348154068 0.5559200644493103  -1.2126309871673584         2.7799794673919678 0.31443262100219727 0.11265349388122559 
31    0.010174709372222424 0.5641402006149292  -1.2454839944839478         2.8309786319732666 0.16294121742248535 0.21566390991210938 
32    0.013010421767830849 0.57274103164672852  -1.3437166213989258         -3.048029899597168 -0.31571793556213379 -0.092554092407226562 
33    0.011328383348882198 0.58480656147003174  -1.2484581470489502         2.7981016635894775 0.21108412742614746 0.092353343963623047 
34    0.01128371711820364 0.59721982479095459  -1.3005779981613159         2.8575551509857178 0.064596176147460938 0.13393616676330566 
35    0.014919220469892025 0.60280460119247437  -1.2310637235641479         2.7520787715911865 0.24823141098022461 0.044857263565063477 
36    0.014642774127423763 0.61202198266983032  -1.2704751491546631         2.7990972995758057 0.1376347541809082 0.071603775024414062 
37    0.024140270426869392 0.35201063752174377  -1.2476130723953247         -2.7249393463134766 -0.17831969261169434 0.011404514312744141 
38    0.021376732736825943 0.36609095335006714  -1.2310822010040283         -2.7444236278533936 -0.10662627220153809 -0.15999960899353027 
