0 60 -2.16581
1 80 -2.0935
2 100 -2.0935
3 120 -2.0935
4 140 -2.0935
5 160 -2.0935
6 180 -2.0935
7 200 -2.0935
8 220 -2.0935
9 240 -2.0935
10 260 -2.0935
11 280 -1.79043
12 300 -1.79043
13 320 -1.79043
14 340 -1.79043
15 360 -1.79043
16 380 -1.79043
17 400 -1.79043
18 420 -1.79043
19 440 -1.79043
20 460 -1.79043
21 480 -1.79043
22 500 -1.79043
23 520 -1.79043
24 540 -1.79043
25 560 -1.79043
26 580 -1.79043
27 600 -1.73679
28 620 -1.64906
29 640 -0.732503
30 660 -0.732503
31 680 -0.732503
32 700 -0.732503
33 720 -0.732503
34 740 -0.732503
35 760 -0.732503
36 780 -0.732503
37 800 -0.732503
38 820 -0.732503
39 840 -0.732503
40 860 -0.732503
41 880 -0.732503
42 900 -0.732503
43 920 -0.732503
44 940 -0.732503
45 960 -0.732503
46 980 -0.732503
47 1000 -0.732503
48 1020 -0.732503
49 1040 -0.732503
50 1060 -0.732503
51 1080 -0.732503
52 1100 -0.732503
53 1120 -0.732503
54 1140 -0.732503
55 1160 -0.732503
56 1180 -0.732503
57 1200 -0.732503
58 1220 -0.732503
59 1240 -0.732503
60 1260 -0.732503
61 1280 -0.732503
62 1300 -0.676802
63 1320 -0.676802
64 1340 -0.676802
65 1360 -0.676802
66 1380 -0.676802
67 1400 -0.676802
68 1420 -0.676802
69 1440 -0.676802
70 1460 -0.676802
71 1480 -0.676802
72 1500 -0.676802
73 1520 -0.676802
74 1540 -0.676802
75 1560 -0.676802
76 1580 -0.676802
77 1600 -0.676802
78 1620 -0.676802
79 1640 -0.676802
80 1660 -0.58845
81 1680 -0.58845
82 1700 -0.58845
83 1720 -0.58845
84 1740 -0.58845
85 1760 -0.58845
86 1780 -0.58845
87 1800 -0.58845
88 1820 -0.512835
89 1840 -0.512835
90 1860 -0.512835
91 1880 -0.512835
92 1900 -0.512835
93 1920 -0.512835
94 1940 -0.512835
95 1960 -0.512835
96 1980 -0.512835
97 2000 -0.512835
98 2020 -0.512835
99 2040 -0.512835
100 2060 -0.512835
101 2080 -0.512835
102 2100 -0.512835
103 2120 -0.512835
104 2140 -0.512835
105 2160 -0.512835
106 2180 -0.512835
107 2200 -0.512835
108 2220 -0.512835
109 2240 -0.512835
110 2260 -0.512835
111 2280 -0.512835
112 2300 -0.512835
113 2320 -0.512835
114 2340 -0.512835
115 2360 -0.512835
116 2380 -0.512835
117 2400 -0.512835
118 2420 -0.512835
119 2440 -0.512835
120 2460 -0.512835
121 2480 -0.512835
122 2500 -0.512835
123 2520 -0.512835
124 2540 -0.512835
125 2560 -0.512835
126 2580 -0.512835
127 2600 -0.512835
128 2620 -0.512835
129 2640 -0.512835
130 2660 -0.512835
131 2680 -0.512835
132 2700 -0.512835
133 2720 -0.512835
134 2740 -0.512835
135 2760 -0.512835
136 2780 -0.512835
137 2800 -0.512835
138 2820 -0.512835
139 2840 -0.512835
140 2860 -0.512835
141 2880 -0.512835
142 2900 -0.512835
143 2920 -0.512835
144 2940 -0.512835
145 2960 -0.512835
146 2980 -0.512835
147 3000 -0.512835
148 3020 -0.512835
149 3040 -0.512835
150 3060 -0.512835
151 3080 -0.512835
152 3100 -0.512835
153 3120 -0.512835
154 3140 -0.512835
155 3160 -0.512835
156 3180 -0.512835
157 3200 -0.512835
158 3220 -0.512835
159 3240 -0.512835
160 3260 -0.512835
161 3280 -0.512835
162 3300 -0.512835
163 3320 -0.512835
164 3340 -0.512835
165 3360 -0.512835
166 3380 -0.512835
167 3400 -0.512835
168 3420 -0.512835
169 3440 -0.512835
170 3460 -0.512835
171 3480 -0.512835
172 3500 -0.512835
173 3520 -0.512835
174 3540 -0.512835
175 3560 -0.512835
176 3580 -0.512835
177 3600 -0.512835
178 3620 -0.512835
179 3640 -0.512835
180 3660 -0.512835
181 3680 -0.512835
182 3700 -0.512835
183 3720 -0.512835
184 3740 -0.512835
185 3760 -0.512835
186 3780 -0.512835
187 3800 -0.512835
188 3820 -0.414036
189 3840 -0.414036
190 3860 -0.414036
191 3880 -0.414036
192 3900 -0.414036
193 3920 -0.414036
194 3940 -0.414036
195 3960 -0.414036
196 3980 -0.414036
197 4000 -0.414036
198 4020 -0.414036
199 4040 -0.414036
